Cod_municipio,Uf,Nome,Cod_ibge,Num_habitantes
2414704,RN,Várzea,"2414704   ",NULL
2414753,RN,Venha-Ver,"2414753   ",NULL
2414803,RN,Vera Cruz,"2414803   ",NULL
2414902,RN,Viçosa,"2414902   ",NULL
2415008,RN,Vila Flor,"2415008   ",NULL
2500106,PB,Água Branca,"2500106   ",NULL
2500205,PB,Aguiar,"2500205   ",NULL
2500304,PB,Alagoa Grande,"2500304   ",NULL
2500403,PB,Alagoa Nova,"2500403   ",NULL
2500502,PB,Alagoinha,"2500502   ",NULL
2500536,PB,Alcantil,"2500536   ",NULL
2500577,PB,Algodão de Jandaíra,"2500577   ",NULL
2500601,PB,Alhandra,"2500601   ",NULL
2500700,PB,São João do Rio do Peixe,"2500700   ",NULL
2500734,PB,Amparo,"2500734   ",NULL
2500775,PB,Aparecida,"2500775   ",NULL
2500809,PB,Araçagi,"2500809   ",NULL
2500908,PB,Arara,"2500908   ",NULL
2501005,PB,Araruna,"2501005   ",NULL
2501104,PB,Areia,"2501104   ",NULL
2501153,PB,Areia de Baraúnas,"2501153   ",NULL
2501203,PB,Areial,"2501203   ",NULL
2501302,PB,Aroeiras,"2501302   ",NULL
2501351,PB,Assunção,"2501351   ",NULL
2501401,PB,Baía da Traição,"2501401   ",NULL
2501500,PB,Bananeiras,"2501500   ",NULL
2501534,PB,Baraúna,"2501534   ",NULL
2501575,PB,Barra de Santana,"2501575   ",NULL
2501609,PB,Barra de Santa Rosa,"2501609   ",NULL
2501708,PB,Barra de São Miguel,"2501708   ",NULL
2501807,PB,Bayeux,"2501807   ",NULL
2501906,PB,Belém,"2501906   ",NULL
2502003,PB,Belém do Brejo do Cruz,"2502003   ",NULL
2502052,PB,Bernardino Batista,"2502052   ",NULL
2502102,PB,Boa Ventura,"2502102   ",NULL
2502151,PB,Boa Vista,"2502151   ",NULL
2502201,PB,Bom Jesus,"2502201   ",NULL
2502300,PB,Bom Sucesso,"2502300   ",NULL
2502409,PB,Bonito de Santa Fé,"2502409   ",NULL
2502508,PB,Boqueirão,"2502508   ",NULL
2502607,PB,Igaracy,"2502607   ",NULL
2502706,PB,Borborema,"2502706   ",NULL
2502805,PB,Brejo do Cruz,"2502805   ",NULL
2502904,PB,Brejo dos Santos,"2502904   ",NULL
2503001,PB,Caaporã,"2503001   ",NULL
2503100,PB,Cabaceiras,"2503100   ",NULL
2503209,PB,Cabedelo,"2503209   ",NULL
2503308,PB,Cachoeira dos Índios,"2503308   ",NULL
2503407,PB,Cacimba de Areia,"2503407   ",NULL
2503506,PB,Cacimba de Dentro,"2503506   ",NULL
2503555,PB,Cacimbas,"2503555   ",NULL
2503605,PB,Caiçara,"2503605   ",NULL
2503704,PB,Cajazeiras,"2503704   ",NULL
2503753,PB,Cajazeirinhas,"2503753   ",NULL
2503803,PB,Caldas Brandão,"2503803   ",NULL
2503902,PB,Camalaú,"2503902   ",NULL
2504009,PB,Campina Grande,"2504009   ",NULL
2504033,PB,Capim,"2504033   ",NULL
2504074,PB,Caraúbas,"2504074   ",NULL
2504108,PB,Carrapateira,"2504108   ",NULL
2504157,PB,Casserengue,"2504157   ",NULL
2504207,PB,Catingueira,"2504207   ",NULL
2504306,PB,Catolé do Rocha,"2504306   ",NULL
2504355,PB,Caturité,"2504355   ",NULL
2504405,PB,Conceição,"2504405   ",NULL
2504504,PB,Condado,"2504504   ",NULL
2504603,PB,Conde,"2504603   ",NULL
2504702,PB,Congo,"2504702   ",NULL
2504801,PB,Coremas,"2504801   ",NULL
2504850,PB,Coxixola,"2504850   ",NULL
2504900,PB,Cruz do Espírito Santo,"2504900   ",NULL
2505006,PB,Cubati,"2505006   ",NULL
2505105,PB,Cuité,"2505105   ",NULL
2505204,PB,Cuitegi,"2505204   ",NULL
2505238,PB,Cuité de Mamanguape,"2505238   ",NULL
2505279,PB,Curral de Cima,"2505279   ",NULL
2505303,PB,Curral Velho,"2505303   ",NULL
2505352,PB,Damião,"2505352   ",NULL
2505402,PB,Desterro,"2505402   ",NULL
2505501,PB,Vista Serrana,"2505501   ",NULL
2505600,PB,Diamante,"2505600   ",NULL
2505709,PB,Dona Inês,"2505709   ",NULL
2505808,PB,Duas Estradas,"2505808   ",NULL
2505907,PB,Emas,"2505907   ",NULL
2506004,PB,Esperança,"2506004   ",NULL
2506103,PB,Fagundes,"2506103   ",NULL
2506202,PB,Frei Martinho,"2506202   ",NULL
2506251,PB,Gado Bravo,"2506251   ",NULL
2506301,PB,Guarabira,"2506301   ",NULL
2506400,PB,Gurinhém,"2506400   ",NULL
2506509,PB,Gurjão,"2506509   ",NULL
2506608,PB,Ibiara,"2506608   ",NULL
2506707,PB,Imaculada,"2506707   ",NULL
2506806,PB,Ingá,"2506806   ",NULL
2506905,PB,Itabaiana,"2506905   ",NULL
2507002,PB,Itaporanga,"2507002   ",NULL
2507101,PB,Itapororoca,"2507101   ",NULL
2507200,PB,Itatuba,"2507200   ",NULL
2507309,PB,Jacaraú,"2507309   ",NULL
2507408,PB,Jericó,"2507408   ",NULL
2507507,PB,João Pessoa,"2507507   ",NULL
2507606,PB,Juarez Távora,"2507606   ",NULL
2507705,PB,Juazeirinho,"2507705   ",NULL
2507804,PB,Junco do Seridó,"2507804   ",NULL
2507903,PB,Juripiranga,"2507903   ",NULL
2508000,PB,Juru,"2508000   ",NULL
2508109,PB,Lagoa,"2508109   ",NULL
2508208,PB,Lagoa de Dentro,"2508208   ",NULL
2508307,PB,Lagoa Seca,"2508307   ",NULL
2508406,PB,Lastro,"2508406   ",NULL
2508505,PB,Livramento,"2508505   ",NULL
2508554,PB,Logradouro,"2508554   ",NULL
2508604,PB,Lucena,"2508604   ",NULL
2508703,PB,Mãe d'Água,"2508703   ",NULL
2508802,PB,Malta,"2508802   ",NULL
2508901,PB,Mamanguape,"2508901   ",NULL
2509008,PB,Manaíra,"2509008   ",NULL
2509057,PB,Marcação,"2509057   ",NULL
2509107,PB,Mari,"2509107   ",NULL
2509156,PB,Marizópolis,"2509156   ",NULL
2509206,PB,Massaranduba,"2509206   ",NULL
2509305,PB,Mataraca,"2509305   ",NULL
2509339,PB,Matinhas,"2509339   ",NULL
2509370,PB,Mato Grosso,"2509370   ",NULL
2509396,PB,Maturéia,"2509396   ",NULL
2509404,PB,Mogeiro,"2509404   ",NULL
2509503,PB,Montadas,"2509503   ",NULL
2509602,PB,Monte Horebe,"2509602   ",NULL
2509701,PB,Monteiro,"2509701   ",NULL
2509800,PB,Mulungu,"2509800   ",NULL
2509909,PB,Natuba,"2509909   ",NULL
2510006,PB,Nazarezinho,"2510006   ",NULL
2510105,PB,Nova Floresta,"2510105   ",NULL
2510204,PB,Nova Olinda,"2510204   ",NULL
2510303,PB,Nova Palmeira,"2510303   ",NULL
2510402,PB,Olho d'Água,"2510402   ",NULL
2510501,PB,Olivedos,"2510501   ",NULL
2510600,PB,Ouro Velho,"2510600   ",NULL
2510659,PB,Parari,"2510659   ",NULL
2510709,PB,Passagem,"2510709   ",NULL
2510808,PB,Patos,"2510808   ",NULL
2510907,PB,Paulista,"2510907   ",NULL
2511004,PB,Pedra Branca,"2511004   ",NULL
2511103,PB,Pedra Lavrada,"2511103   ",NULL
2511202,PB,Pedras de Fogo,"2511202   ",NULL
2511301,PB,Piancó,"2511301   ",NULL
2511400,PB,Picuí,"2511400   ",NULL
2511509,PB,Pilar,"2511509   ",NULL
2511608,PB,Pilões,"2511608   ",NULL
2511707,PB,Pilõezinhos,"2511707   ",NULL
2511806,PB,Pirpirituba,"2511806   ",NULL
2511905,PB,Pitimbu,"2511905   ",NULL
2512002,PB,Pocinhos,"2512002   ",NULL
2512036,PB,Poço Dantas,"2512036   ",NULL
2512077,PB,Poço de José de Moura,"2512077   ",NULL
2512101,PB,Pombal,"2512101   ",NULL
2512200,PB,Prata,"2512200   ",NULL
2512309,PB,Princesa Isabel,"2512309   ",NULL
2512408,PB,Puxinanã,"2512408   ",NULL
2512507,PB,Queimadas,"2512507   ",NULL
2512606,PB,Quixabá,"2512606   ",NULL
2512705,PB,Remígio,"2512705   ",NULL
2512721,PB,Pedro Régis,"2512721   ",NULL
2512747,PB,Riachão,"2512747   ",NULL
2512754,PB,Riachão do Bacamarte,"2512754   ",NULL
2512762,PB,Riachão do Poço,"2512762   ",NULL
2512788,PB,Riacho de Santo Antônio,"2512788   ",NULL
2512804,PB,Riacho dos Cavalos,"2512804   ",NULL
2512903,PB,Rio Tinto,"2512903   ",NULL
2513000,PB,Salgadinho,"2513000   ",NULL
2513109,PB,Salgado de São Félix,"2513109   ",NULL
2513158,PB,Santa Cecília,"2513158   ",NULL
2513208,PB,Santa Cruz,"2513208   ",NULL
2513307,PB,Santa Helena,"2513307   ",NULL
2513356,PB,Santa Inês,"2513356   ",NULL
2513406,PB,Santa Luzia,"2513406   ",NULL
2513505,PB,Santana de Mangueira,"2513505   ",NULL
2513604,PB,Santana dos Garrotes,"2513604   ",NULL
2513653,PB,Santarém,"2513653   ",NULL
2513703,PB,Santa Rita,"2513703   ",NULL
2513802,PB,Santa Teresinha,"2513802   ",NULL
2513851,PB,Santo André,"2513851   ",NULL
2513901,PB,São Bento,"2513901   ",NULL
2513927,PB,São Bentinho,"2513927   ",NULL
2513943,PB,São Domingos do Cariri,"2513943   ",NULL
2513968,PB,São Domingos de Pombal,"2513968   ",NULL
2513984,PB,São Francisco,"2513984   ",NULL
2514008,PB,São João do Cariri,"2514008   ",NULL
2514107,PB,São João do Tigre,"2514107   ",NULL
2514206,PB,São José da Lagoa Tapada,"2514206   ",NULL
2514305,PB,São José de Caiana,"2514305   ",NULL
2514404,PB,São José de Espinharas,"2514404   ",NULL
2514453,PB,São José dos Ramos,"2514453   ",NULL
2514503,PB,São José de Piranhas,"2514503   ",NULL
2514552,PB,São José de Princesa,"2514552   ",NULL
2514602,PB,São José do Bonfim,"2514602   ",NULL
2514651,PB,São José do Brejo do Cruz,"2514651   ",NULL
2514701,PB,São José do Sabugi,"2514701   ",NULL
2514800,PB,São José dos Cordeiros,"2514800   ",NULL
2514909,PB,São Mamede,"2514909   ",NULL
2515005,PB,São Miguel de Taipu,"2515005   ",NULL
2515104,PB,São Sebastião de Lagoa de Roça,"2515104   ",NULL
2515203,PB,São Sebastião do Umbuzeiro,"2515203   ",NULL
2515302,PB,Sapé,"2515302   ",NULL
2515401,PB,Seridó,"2515401   ",NULL
2515500,PB,Serra Branca,"2515500   ",NULL
2515609,PB,Serra da Raiz,"2515609   ",NULL
2515708,PB,Serra Grande,"2515708   ",NULL
2515807,PB,Serra Redonda,"2515807   ",NULL
2515906,PB,Serraria,"2515906   ",NULL
2515930,PB,Sertãozinho,"2515930   ",NULL
2515971,PB,Sobrado,"2515971   ",NULL
2516003,PB,Solânea,"2516003   ",NULL
2516102,PB,Soledade,"2516102   ",NULL
2516151,PB,Sossêgo,"2516151   ",NULL
2516201,PB,Sousa,"2516201   ",NULL
2516300,PB,Sumé,"2516300   ",NULL
2516409,PB,Campo de Santana,"2516409   ",NULL
2516508,PB,Taperoá,"2516508   ",NULL
2516607,PB,Tavares,"2516607   ",NULL
2516706,PB,Teixeira,"2516706   ",NULL
2516755,PB,Tenório,"2516755   ",NULL
2516805,PB,Triunfo,"2516805   ",NULL
2516904,PB,Uiraúna,"2516904   ",NULL
2517001,PB,Umbuzeiro,"2517001   ",NULL
2517100,PB,Várzea,"2517100   ",NULL
2517209,PB,Vieirópolis,"2517209   ",NULL
2517407,PB,Zabelê,"2517407   ",NULL
2600054,PE,Abreu e Lima,"2600054   ",NULL
2600104,PE,Afogados da Ingazeira,"2600104   ",NULL
2600203,PE,Afrânio,"2600203   ",NULL
2600302,PE,Agrestina,"2600302   ",NULL
2600401,PE,Água Preta,"2600401   ",NULL
2600500,PE,Águas Belas,"2600500   ",NULL
2600609,PE,Alagoinha,"2600609   ",NULL
2600708,PE,Aliança,"2600708   ",NULL
2600807,PE,Altinho,"2600807   ",NULL
2600906,PE,Amaraji,"2600906   ",NULL
2601003,PE,Angelim,"2601003   ",NULL
2601052,PE,Araçoiaba,"2601052   ",NULL
2601102,PE,Araripina,"2601102   ",NULL
2601201,PE,Arcoverde,"2601201   ",NULL
2601300,PE,Barra de Guabiraba,"2601300   ",NULL
2601409,PE,Barreiros,"2601409   ",NULL
2601508,PE,Belém de Maria,"2601508   ",NULL
2601607,PE,Belém de São Francisco,"2601607   ",NULL
2601706,PE,Belo Jardim,"2601706   ",NULL
2601805,PE,Betânia,"2601805   ",NULL
2601904,PE,Bezerros,"2601904   ",NULL
2602001,PE,Bodocó,"2602001   ",NULL
2602100,PE,Bom Conselho,"2602100   ",NULL
2602209,PE,Bom Jardim,"2602209   ",NULL
2602308,PE,Bonito,"2602308   ",NULL
2602407,PE,Brejão,"2602407   ",NULL
2602506,PE,Brejinho,"2602506   ",NULL
2602605,PE,Brejo da Madre de Deus,"2602605   ",NULL
2602704,PE,Buenos Aires,"2602704   ",NULL
2602803,PE,Buíque,"2602803   ",NULL
2602902,PE,Cabo de Santo Agostinho,"2602902   ",NULL
2603009,PE,Cabrobó,"2603009   ",NULL
2603108,PE,Cachoeirinha,"2603108   ",NULL
2603207,PE,Caetés,"2603207   ",NULL
2603306,PE,Calçado,"2603306   ",NULL
2603405,PE,Calumbi,"2603405   ",NULL
2603454,PE,Camaragibe,"2603454   ",NULL
2603504,PE,Camocim de São Félix,"2603504   ",NULL
2603603,PE,Camutanga,"2603603   ",NULL
2603702,PE,Canhotinho,"2603702   ",NULL
2603801,PE,Capoeiras,"2603801   ",NULL
2603900,PE,Carnaíba,"2603900   ",NULL
2603926,PE,Carnaubeira da Penha,"2603926   ",NULL
2604007,PE,Carpina,"2604007   ",NULL
2604106,PE,Caruaru,"2604106   ",NULL
2604155,PE,Casinhas,"2604155   ",NULL
2604205,PE,Catende,"2604205   ",NULL
2604304,PE,Cedro,"2604304   ",NULL
2604403,PE,Chã de Alegria,"2604403   ",NULL
2604502,PE,Chã Grande,"2604502   ",NULL
2604601,PE,Condado,"2604601   ",NULL
2604700,PE,Correntes,"2604700   ",NULL
2604809,PE,Cortês,"2604809   ",NULL
2604908,PE,Cumaru,"2604908   ",NULL
2605004,PE,Cupira,"2605004   ",NULL
2605103,PE,Custódia,"2605103   ",NULL
2605152,PE,Dormentes,"2605152   ",NULL
2605202,PE,Escada,"2605202   ",NULL
2605301,PE,Exu,"2605301   ",NULL
2605400,PE,Feira Nova,"2605400   ",NULL
2605459,PE,Fernando de Noronha,"2605459   ",NULL
2605509,PE,Ferreiros,"2605509   ",NULL
2605608,PE,Flores,"2605608   ",NULL
2605707,PE,Floresta,"2605707   ",NULL
2605806,PE,Frei Miguelinho,"2605806   ",NULL
2605905,PE,Gameleira,"2605905   ",NULL
2606002,PE,Garanhuns,"2606002   ",NULL
2606101,PE,Glória do Goitá,"2606101   ",NULL
2606200,PE,Goiana,"2606200   ",NULL
2606309,PE,Granito,"2606309   ",NULL
2606408,PE,Gravatá,"2606408   ",NULL
2606507,PE,Iati,"2606507   ",NULL
2606606,PE,Ibimirim,"2606606   ",NULL
2606705,PE,Ibirajuba,"2606705   ",NULL
2606804,PE,Igarassu,"2606804   ",NULL
2606903,PE,Iguaraci,"2606903   ",NULL
2607000,PE,Inajá,"2607000   ",NULL
2607109,PE,Ingazeira,"2607109   ",NULL
2607208,PE,Ipojuca,"2607208   ",NULL
2607307,PE,Ipubi,"2607307   ",NULL
2607406,PE,Itacuruba,"2607406   ",NULL
2607505,PE,Itaíba,"2607505   ",NULL
2607604,PE,Ilha de Itamaracá,"2607604   ",NULL
2607653,PE,Itambé,"2607653   ",NULL
2607703,PE,Itapetim,"2607703   ",NULL
2607752,PE,Itapissuma,"2607752   ",NULL
2607802,PE,Itaquitinga,"2607802   ",NULL
2607901,PE,Jaboatão dos Guararapes,"2607901   ",NULL
2607950,PE,Jaqueira,"2607950   ",NULL
2608008,PE,Jataúba,"2608008   ",NULL
2608057,PE,Jatobá,"2608057   ",NULL
2608107,PE,João Alfredo,"2608107   ",NULL
2608206,PE,Joaquim Nabuco,"2608206   ",NULL
2608255,PE,Jucati,"2608255   ",NULL
2608305,PE,Jupi,"2608305   ",NULL
2608404,PE,Jurema,"2608404   ",NULL
2608453,PE,Lagoa do Carro,"2608453   ",NULL
2608503,PE,Lagoa do Itaenga,"2608503   ",NULL
2608602,PE,Lagoa do Ouro,"2608602   ",NULL
2608701,PE,Lagoa dos Gatos,"2608701   ",NULL
2608750,PE,Lagoa Grande,"2608750   ",NULL
2608800,PE,Lajedo,"2608800   ",NULL
2608909,PE,Limoeiro,"2608909   ",NULL
2609006,PE,Macaparana,"2609006   ",NULL
2609105,PE,Machados,"2609105   ",NULL
2609154,PE,Manari,"2609154   ",NULL
2609204,PE,Maraial,"2609204   ",NULL
2609303,PE,Mirandiba,"2609303   ",NULL
2609402,PE,Moreno,"2609402   ",NULL
2609501,PE,Nazaré da Mata,"2609501   ",NULL
2609600,PE,Olinda,"2609600   ",NULL
2609709,PE,Orobó,"2609709   ",NULL
2609808,PE,Orocó,"2609808   ",NULL
2609907,PE,Ouricuri,"2609907   ",NULL
2610004,PE,Palmares,"2610004   ",NULL
2610103,PE,Palmeirina,"2610103   ",NULL
2610202,PE,Panelas,"2610202   ",NULL
2610301,PE,Paranatama,"2610301   ",NULL
2610400,PE,Parnamirim,"2610400   ",NULL
2610509,PE,Passira,"2610509   ",NULL
2610608,PE,Paudalho,"2610608   ",NULL
2610707,PE,Paulista,"2610707   ",NULL
2610806,PE,Pedra,"2610806   ",NULL
2610905,PE,Pesqueira,"2610905   ",NULL
2611002,PE,Petrolândia,"2611002   ",NULL
2611101,PE,Petrolina,"2611101   ",NULL
2611200,PE,Poção,"2611200   ",NULL
2611309,PE,Pombos,"2611309   ",NULL
2611408,PE,Primavera,"2611408   ",NULL
2611507,PE,Quipapá,"2611507   ",NULL
2611533,PE,Quixaba,"2611533   ",NULL
2611606,PE,Recife,"2611606   ",NULL
2611705,PE,Riacho das Almas,"2611705   ",NULL
2611804,PE,Ribeirão,"2611804   ",NULL
2611903,PE,Rio Formoso,"2611903   ",NULL
2612000,PE,Sairé,"2612000   ",NULL
2612109,PE,Salgadinho,"2612109   ",NULL
2612208,PE,Salgueiro,"2612208   ",NULL
2612307,PE,Saloá,"2612307   ",NULL
2612406,PE,Sanharó,"2612406   ",NULL
2612455,PE,Santa Cruz,"2612455   ",NULL
2612471,PE,Santa Cruz da Baixa Verde,"2612471   ",NULL
2612505,PE,Santa Cruz do Capibaribe,"2612505   ",NULL
2612554,PE,Santa Filomena,"2612554   ",NULL
2612604,PE,Santa Maria da Boa Vista,"2612604   ",NULL
2612703,PE,Santa Maria do Cambucá,"2612703   ",NULL
2612802,PE,Santa Terezinha,"2612802   ",NULL
2612901,PE,São Benedito do Sul,"2612901   ",NULL
2613008,PE,São Bento do Una,"2613008   ",NULL
2613107,PE,São Caitano,"2613107   ",NULL
2613206,PE,São João,"2613206   ",NULL
2613305,PE,São Joaquim do Monte,"2613305   ",NULL
2613404,PE,São José da Coroa Grande,"2613404   ",NULL
2613503,PE,São José do Belmonte,"2613503   ",NULL
2613602,PE,São José do Egito,"2613602   ",NULL
2613701,PE,São Lourenço da Mata,"2613701   ",NULL
2613800,PE,São Vicente Ferrer,"2613800   ",NULL
2613909,PE,Serra Talhada,"2613909   ",NULL
2614006,PE,Serrita,"2614006   ",NULL
2614105,PE,Sertânia,"2614105   ",NULL
2614204,PE,Sirinhaém,"2614204   ",NULL
2614303,PE,Moreilândia,"2614303   ",NULL
2614402,PE,Solidão,"2614402   ",NULL
2614501,PE,Surubim,"2614501   ",NULL
2614600,PE,Tabira,"2614600   ",NULL
2614709,PE,Tacaimbó,"2614709   ",NULL
2614808,PE,Tacaratu,"2614808   ",NULL
2614857,PE,Tamandaré,"2614857   ",NULL
2615003,PE,Taquaritinga do Norte,"2615003   ",NULL
2615102,PE,Terezinha,"2615102   ",NULL
2615201,PE,Terra Nova,"2615201   ",NULL
2615300,PE,Timbaúba,"2615300   ",NULL
2615409,PE,Toritama,"2615409   ",NULL
2615508,PE,Tracunhaém,"2615508   ",NULL
2615607,PE,Trindade,"2615607   ",NULL
2615706,PE,Triunfo,"2615706   ",NULL
2615805,PE,Tupanatinga,"2615805   ",NULL
2615904,PE,Tuparetama,"2615904   ",NULL
2616001,PE,Venturosa,"2616001   ",NULL
2616100,PE,Verdejante,"2616100   ",NULL
2616183,PE,Vertente do Lério,"2616183   ",NULL
2616209,PE,Vertentes,"2616209   ",NULL
2616308,PE,Vicência,"2616308   ",NULL
2616407,PE,Vitória de Santo Antão,"2616407   ",NULL
2616506,PE,Xexéu,"2616506   ",NULL
2700102,AL,Água Branca,"2700102   ",NULL
2700201,AL,Anadia,"2700201   ",NULL
2700300,AL,Arapiraca,"2700300   ",NULL
2700409,AL,Atalaia,"2700409   ",NULL
2700508,AL,Barra de Santo Antônio,"2700508   ",NULL
2700607,AL,Barra de São Miguel,"2700607   ",NULL
2700706,AL,Batalha,"2700706   ",NULL
2700805,AL,Belém,"2700805   ",NULL
2700904,AL,Belo Monte,"2700904   ",NULL
2701001,AL,Boca da Mata,"2701001   ",NULL
2701100,AL,Branquinha,"2701100   ",NULL
2701209,AL,Cacimbinhas,"2701209   ",NULL
2701308,AL,Cajueiro,"2701308   ",NULL
2701357,AL,Campestre,"2701357   ",NULL
2701407,AL,Campo Alegre,"2701407   ",NULL
2701506,AL,Campo Grande,"2701506   ",NULL
2701605,AL,Canapi,"2701605   ",NULL
2701704,AL,Capela,"2701704   ",NULL
2701803,AL,Carneiros,"2701803   ",NULL
2701902,AL,Chã Preta,"2701902   ",NULL
2702009,AL,Coité do Nóia,"2702009   ",NULL
2702108,AL,Colônia Leopoldina,"2702108   ",NULL
2702207,AL,Coqueiro Seco,"2702207   ",NULL
2702306,AL,Coruripe,"2702306   ",NULL
2702355,AL,Craíbas,"2702355   ",NULL
2702405,AL,Delmiro Gouveia,"2702405   ",NULL
2702504,AL,Dois Riachos,"2702504   ",NULL
2702553,AL,Estrela de Alagoas,"2702553   ",NULL
2702603,AL,Feira Grande,"2702603   ",NULL
2702702,AL,Feliz Deserto,"2702702   ",NULL
2702801,AL,Flexeiras,"2702801   ",NULL
2702900,AL,Girau do Ponciano,"2702900   ",NULL
2703007,AL,Ibateguara,"2703007   ",NULL
2703106,AL,Igaci,"2703106   ",NULL
2703205,AL,Igreja Nova,"2703205   ",NULL
2703304,AL,Inhapi,"2703304   ",NULL
2703403,AL,Jacaré dos Homens,"2703403   ",NULL
2703502,AL,Jacuípe,"2703502   ",NULL
2703601,AL,Japaratinga,"2703601   ",NULL
2703700,AL,Jaramataia,"2703700   ",NULL
2703759,AL,Jequiá da Praia,"2703759   ",NULL
2703809,AL,Joaquim Gomes,"2703809   ",NULL
2703908,AL,Jundiá,"2703908   ",NULL
2704005,AL,Junqueiro,"2704005   ",NULL
2704104,AL,Lagoa da Canoa,"2704104   ",NULL
2704203,AL,Limoeiro de Anadia,"2704203   ",NULL
2704302,AL,Maceió,"2704302   ",NULL
2704401,AL,Major Isidoro,"2704401   ",NULL
2704500,AL,Maragogi,"2704500   ",NULL
2704609,AL,Maravilha,"2704609   ",NULL
2704708,AL,Marechal Deodoro,"2704708   ",NULL
2704807,AL,Maribondo,"2704807   ",NULL
2704906,AL,Mar Vermelho,"2704906   ",NULL
2705002,AL,Mata Grande,"2705002   ",NULL
2705101,AL,Matriz de Camaragibe,"2705101   ",NULL
2705200,AL,Messias,"2705200   ",NULL
2705309,AL,Minador do Negrão,"2705309   ",NULL
2705408,AL,Monteirópolis,"2705408   ",NULL
2705507,AL,Murici,"2705507   ",NULL
2705606,AL,Novo Lino,"2705606   ",NULL
2705705,AL,Olho d'Água das Flores,"2705705   ",NULL
2705804,AL,Olho d'Água do Casado,"2705804   ",NULL
2705903,AL,Olho d'Água Grande,"2705903   ",NULL
2706000,AL,Olivença,"2706000   ",NULL
2706109,AL,Ouro Branco,"2706109   ",NULL
2706208,AL,Palestina,"2706208   ",NULL
2706307,AL,Palmeira dos Índios,"2706307   ",NULL
2706406,AL,Pão de Açúcar,"2706406   ",NULL
2706422,AL,Pariconha,"2706422   ",NULL
2706448,AL,Paripueira,"2706448   ",NULL
2706505,AL,Passo de Camaragibe,"2706505   ",NULL
2706604,AL,Paulo Jacinto,"2706604   ",NULL
2706703,AL,Penedo,"2706703   ",NULL
2706802,AL,Piaçabuçu,"2706802   ",NULL
2706901,AL,Pilar,"2706901   ",NULL
2707008,AL,Pindoba,"2707008   ",NULL
2707107,AL,Piranhas,"2707107   ",NULL
2707206,AL,Poço das Trincheiras,"2707206   ",NULL
2707305,AL,Porto Calvo,"2707305   ",NULL
2707404,AL,Porto de Pedras,"2707404   ",NULL
2707503,AL,Porto Real do Colégio,"2707503   ",NULL
2707602,AL,Quebrangulo,"2707602   ",NULL
2707701,AL,Rio Largo,"2707701   ",NULL
2707800,AL,Roteiro,"2707800   ",NULL
2707909,AL,Santa Luzia do Norte,"2707909   ",NULL
2708006,AL,Santana do Ipanema,"2708006   ",NULL
2708105,AL,Santana do Mundaú,"2708105   ",NULL
2708204,AL,São Brás,"2708204   ",NULL
2708303,AL,São José da Laje,"2708303   ",NULL
2708402,AL,São José da Tapera,"2708402   ",NULL
2708501,AL,São Luís do Quitunde,"2708501   ",NULL
2708600,AL,São Miguel dos Campos,"2708600   ",NULL
2708709,AL,São Miguel dos Milagres,"2708709   ",NULL
2708808,AL,São Sebastião,"2708808   ",NULL
2708907,AL,Satuba,"2708907   ",NULL
2708956,AL,Senador Rui Palmeira,"2708956   ",NULL
2709004,AL,Tanque d'Arca,"2709004   ",NULL
2709103,AL,Taquarana,"2709103   ",NULL
2709152,AL,Teotônio Vilela,"2709152   ",NULL
2709202,AL,Traipu,"2709202   ",NULL
2709301,AL,União dos Palmares,"2709301   ",NULL
2709400,AL,Viçosa,"2709400   ",NULL
2800100,SE,Amparo de São Francisco,"2800100   ",NULL
2800209,SE,Aquidabã,"2800209   ",NULL
2800308,SE,Aracaju,"2800308   ",NULL
2800407,SE,Arauá,"2800407   ",NULL
2800506,SE,Areia Branca,"2800506   ",NULL
2800605,SE,Barra dos Coqueiros,"2800605   ",NULL
2800670,SE,Boquim,"2800670   ",NULL
2800704,SE,Brejo Grande,"2800704   ",NULL
2801009,SE,Campo do Brito,"2801009   ",NULL
2801108,SE,Canhoba,"2801108   ",NULL
2801207,SE,Canindé de São Francisco,"2801207   ",NULL
2801306,SE,Capela,"2801306   ",NULL
2801405,SE,Carira,"2801405   ",NULL
2801504,SE,Carmópolis,"2801504   ",NULL
2801603,SE,Cedro de São João,"2801603   ",NULL
2801702,SE,Cristinápolis,"2801702   ",NULL
2801900,SE,Cumbe,"2801900   ",NULL
2802007,SE,Divina Pastora,"2802007   ",NULL
2802106,SE,Estância,"2802106   ",NULL
2802205,SE,Feira Nova,"2802205   ",NULL
2802304,SE,Frei Paulo,"2802304   ",NULL
2802403,SE,Gararu,"2802403   ",NULL
2802502,SE,General Maynard,"2802502   ",NULL
2802601,SE,Gracho Cardoso,"2802601   ",NULL
2802700,SE,Ilha das Flores,"2802700   ",NULL
2802809,SE,Indiaroba,"2802809   ",NULL
2802908,SE,Itabaiana,"2802908   ",NULL
2803005,SE,Itabaianinha,"2803005   ",NULL
2803104,SE,Itabi,"2803104   ",NULL
2803203,SE,Itaporanga d'Ajuda,"2803203   ",NULL
2803302,SE,Japaratuba,"2803302   ",NULL
2803401,SE,Japoatã,"2803401   ",NULL
2803500,SE,Lagarto,"2803500   ",NULL
2803609,SE,Laranjeiras,"2803609   ",NULL
2803708,SE,Macambira,"2803708   ",NULL
2803807,SE,Malhada dos Bois,"2803807   ",NULL
2803906,SE,Malhador,"2803906   ",NULL
